mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,param_n_jobs,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.3091437021891276,0.002501273590928966,0.013399124145507812,7.587281865387843e-05,8,50,1,"{'max_depth': 8, 'n_estimators': 50, 'n_jobs': 1}",0.9954012014260278,0.9967699383781361,0.9960345927278742,0.9960685775106795,0.0005593010132378869,3
0.6146673361460367,0.004927559954298109,0.02470564842224121,0.00019638552495316786,8,100,1,"{'max_depth': 8, 'n_estimators': 100, 'n_jobs': 1}",0.99540053250983,0.9967975442673601,0.9959615352689773,0.9960532040153892,0.000573999321701634,4
0.4445625940958659,0.0012499360956276134,0.016664743423461914,0.00022302253827889029,12,50,1,"{'max_depth': 12, 'n_estimators': 50, 'n_jobs': 1}",0.9955155194054129,0.9970430550684198,0.9963656003823644,0.996308058285399,0.0006249397945038961,2
0.8848567803700765,0.0017004882241211032,0.03145329157511393,0.0002470190096529867,12,100,1,"{'max_depth': 12, 'n_estimators': 100, 'n_jobs': 1}",0.9955232778417008,0.9970805761209687,0.9963458673664308,0.9963165737763667,0.0006361017049009269,1
